land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,living_room,parking_space,front_garden,swimming_pool,house_age,Land_Rate_per_Acre,property_value
514,497,7,6,1,1,1,1,17,5040000,410453
217,212,3,1,0,0,0,1,11,5485000,159474
227,196,4,2,0,1,1,1,12,6459999,201468
359,325,5,2,1,1,1,0,13,4440000,292164
271,238,4,3,1,1,1,1,8,5959000,213943
129,123,1,2,1,0,0,0,19,6400000,76497
205,185,3,1,1,0,0,1,19,5023000,182300
164,148,3,4,0,0,0,0,21,5400000,114031
211,194,4,4,1,1,1,1,5,5400000,199066
237,219,3,2,1,1,0,1,13,4784000,181745
214,207,3,3,1,1,0,1,4,4800000,166525
290,264,4,4,1,1,1,0,7,3897999,222395
475,416,7,5,1,1,1,1,18,3761999,404497
186,169,3,4,1,1,0,0,20,4110000,145613
173,161,2,1,0,1,0,0,12,4000000,143296
219,208,4,3,1,1,1,1,1,3958000,205677
269,240,5,2,1,1,1,0,11,3735000,205457
138,131,1,1,0,1,0,0,19,4079999,102642
287,282,4,4,1,1,1,1,10,3929000,231982
148,130,2,3,0,1,0,0,20,3820000,97321
266,240,4,2,1,1,0,1,3,4220000,223148
233,214,5,4,1,1,1,1,14,4020000,249523
150,129,1,1,0,0,0,1,20,5077000,131884
234,222,3,1,0,0,1,0,12,4500000,175040
296,255,4,3,1,1,1,1,21,4400000,227810
408,371,7,6,1,1,1,1,2,15200000,344521
284,246,4,3,1,1,1,1,11,25600000,235753
103,101,1,1,0,0,0,0,20,20099999,65540
227,226,4,3,1,1,1,1,5,11900000,212181
787,689,8,5,1,1,1,1,4,12100000,664664
131,120,2,3,1,1,0,0,17,12300000,94041
292,262,5,4,1,1,1,1,5,12300000,295119
239,207,5,4,1,1,1,1,22,4100000,204098
202,196,4,2,1,1,0,1,8,6830000,182564
303,263,5,2,1,1,1,1,10,6750000,265710
307,293,6,7,0,1,1,1,18,6800000,250642
359,317,5,5,1,1,1,1,12,10000000,311917
160,147,3,4,1,0,0,0,7,8250000,116061
358,316,5,4,1,1,0,1,14,3840000,299574
407,396,6,7,1,1,1,1,20,11600000,325621
148,131,2,3,0,0,0,1,15,3800000,121043
773,760,8,9,1,1,1,1,16,8200000,576789
231,224,3,4,0,1,0,0,5,11500000,202344
205,202,4,4,1,1,1,0,13,4000000,161000
451,417,7,6,1,1,1,1,3,3847999,389283
427,397,6,6,1,1,1,1,8,8300000,354297
330,312,5,5,1,1,1,1,3,12000000,258187
220,192,4,2,1,1,1,1,3,3835000,184420
306,269,4,4,1,1,1,1,7,8100000,236124
585,584,7,5,1,1,1,1,5,3825000,466085
106,96,1,2,1,1,0,0,8,3865000,82517
413,394,7,6,1,1,1,1,16,3900000,329782
163,141,2,2,1,1,1,0,15,4100000,119487
185,158,3,1,0,1,0,1,15,4000000,160156
209,198,3,4,0,1,0,1,3,5300000,175937
465,429,7,8,1,1,1,1,21,4100000,426715
302,299,4,5,1,1,0,1,9,13400000,259604
200,196,3,4,0,0,0,0,1,13500000,133156
248,231,4,2,0,1,1,1,22,13500000,217731
159,141,3,4,1,0,0,0,10,8450000,113065
314,306,5,4,1,1,1,1,22,7995000,243494
243,207,5,3,1,1,1,0,15,8874000,238703
344,328,5,5,1,1,1,1,7,7767000,296117
222,208,4,3,1,1,0,1,17,13899999,192713
308,292,4,5,1,1,1,1,6,20099999,225370
322,289,6,4,1,1,1,1,7,15700000,278536
506,459,7,7,1,1,1,1,8,9800000,415232
297,262,4,2,0,1,1,1,16,7650000,256089
289,251,4,2,0,1,1,1,16,7200000,230416
132,116,1,1,1,1,0,0,4,10200000,95292
296,290,4,4,1,1,1,1,3,12800000,263413
103,98,1,1,0,0,0,0,16,12600000,71009
254,235,4,4,1,1,1,1,2,13600000,220118
179,154,3,1,1,1,0,0,13,12600000,136777
353,344,5,5,1,1,1,1,9,12400000,295900
159,146,2,2,0,0,1,0,6,4751000,125241
227,225,3,1,0,0,0,0,8,4565000,165546
221,214,4,4,0,1,1,1,16,9222000,187609
164,142,3,4,1,1,1,0,10,8874000,147135
164,160,3,2,0,0,0,1,12,8450000,123829
275,264,4,2,1,1,1,1,7,15500000,213367
348,330,5,4,1,1,1,1,13,9000000,265087
157,150,3,4,1,1,0,1,11,11399999,115343
195,187,4,3,1,1,1,1,18,11200000,203959
167,161,2,2,1,1,0,0,7,11500000,143487
199,174,4,3,1,1,1,1,4,7600000,194831
199,187,3,2,0,0,1,0,5,7300000,157859
106,95,1,1,1,1,1,0,20,7450000,73820
253,231,5,4,1,1,1,0,5,7300000,253303
472,434,7,7,1,1,1,1,13,7000000,432513
199,174,4,5,1,1,1,1,22,7950000,152643
335,306,5,5,1,1,1,1,7,8350000,285373
149,130,1,1,0,0,0,0,19,8250000,91116
141,131,1,2,1,1,0,0,5,8050000,107374
190,186,3,3,0,0,0,0,12,7800000,152465
125,115,1,2,1,0,1,0,22,7800000,96967
164,142,2,1,0,1,0,1,4,7800000,159862
433,387,6,4,1,1,1,1,19,7450000,335933
408,369,6,4,1,1,1,1,11,4000000,349847
218,198,3,3,1,1,0,1,6,4100000,184838
124,122,2,1,0,0,1,0,13,4100000,89235
305,265,4,3,1,1,1,1,3,4200000,259628
253,232,4,4,1,1,1,1,13,3735000,228989
319,310,5,3,1,1,1,1,14,3735000,263802
349,326,5,4,1,1,1,0,6,3735000,281620
467,427,6,7,1,1,1,1,7,5050000,386200
274,247,4,5,1,1,1,0,13,5100000,227780
429,401,6,4,1,1,1,1,14,4000000,400613
248,247,4,4,1,1,0,1,22,4200000,226815
271,232,4,4,1,1,1,1,14,5075000,254610
424,403,6,5,1,1,1,1,22,3975000,329386
233,213,3,1,1,1,0,0,19,4000000,170249
243,243,4,4,1,1,1,1,18,4100000,259599
248,234,4,4,1,1,1,1,5,5100000,209986
261,226,4,2,1,1,1,1,12,4100000,187009
128,118,2,1,0,1,1,0,15,4100000,112362
278,246,4,2,1,1,1,1,6,5300000,239343
290,253,4,2,1,1,1,1,14,15700000,256203
355,351,5,3,1,0,1,1,11,2876000,264162
170,165,3,3,1,0,0,0,21,2620000,113403
114,107,1,1,0,1,0,1,4,3668000,77068
184,159,3,3,1,1,0,1,22,4861000,160047
202,202,4,4,1,0,1,1,3,4900000,187661
328,314,5,3,0,1,1,1,15,10500000,267245
244,242,5,2,1,1,1,1,9,9614000,207250
363,361,6,4,1,1,1,1,17,8800000,307768
183,165,2,3,0,1,1,0,16,5933000,154757
195,195,4,3,1,0,1,1,18,5644000,179776
316,309,5,5,0,1,1,1,1,11800000,283805
157,138,3,2,1,0,0,0,20,12200000,102872
256,254,4,4,1,1,1,1,17,12500000,196196
267,267,4,5,1,1,1,1,9,11500000,233192
208,183,3,2,0,1,1,0,3,5561000,155584
141,136,2,1,1,0,0,1,17,5694000,113642
215,187,4,2,0,1,1,1,11,5750000,211885
147,140,2,1,1,1,1,0,6,5497000,130832
194,166,4,5,1,1,0,1,20,5625000,176478
124,118,1,1,0,0,0,0,8,7356000,88784
303,281,4,4,1,1,1,1,16,6916000,254698
247,237,5,3,0,1,1,1,2,7778000,196372
125,112,2,3,0,0,0,1,6,7452000,82139
316,276,5,4,1,1,1,1,22,7428000,256795
299,271,5,4,1,1,1,1,13,7873999,254866
324,314,6,6,1,1,1,1,7,44900000,273265
251,231,4,4,1,1,1,1,21,43400000,209696
356,329,5,3,1,1,0,1,13,40300000,300578
159,145,3,1,1,1,0,0,10,19300000,103958
150,132,3,1,1,0,1,0,15,30900000,125862
268,268,4,2,1,1,1,1,1,17500000,227510
202,194,4,5,1,1,0,1,5,25000000,165028
148,133,2,3,1,1,0,1,14,5500000,122594
316,270,6,4,1,1,1,1,20,9267000,288403
204,196,3,4,1,1,0,0,13,8717000,146437
273,247,4,3,1,1,1,1,3,8045999,249036
253,236,4,4,0,1,0,1,13,5339000,203353
114,99,1,2,1,1,1,0,14,5253000,102817
426,376,7,8,1,1,1,1,14,8088000,356970
158,146,2,2,1,1,0,0,9,7073000,127479
278,247,4,5,1,1,1,1,20,6395000,209728
218,188,3,2,0,1,0,0,15,7272000,156573
157,135,3,2,1,0,0,0,16,7109000,100008
346,332,5,2,1,1,0,0,2,7293000,282242
184,165,3,1,1,0,0,0,19,7655000,164056
306,300,4,4,1,1,1,1,17,6808000,240409
263,229,4,4,1,1,1,1,20,11600000,221449
415,415,6,5,1,1,1,1,21,11700000,306285
187,178,2,3,0,0,0,1,12,11700000,133238
360,357,5,5,1,0,1,1,22,11200000,272688
145,129,2,3,0,0,0,0,10,11500000,83643
482,452,8,9,1,1,1,1,15,11000000,408741
238,219,3,3,0,1,0,1,8,7900000,203379
176,163,2,2,0,1,1,0,2,16500000,156313
163,154,2,1,0,0,0,0,11,3024000,110137
271,245,4,2,1,1,1,0,15,5250000,218900
164,140,2,2,0,1,0,0,12,5145000,130932
245,214,4,4,1,1,1,1,7,4998000,188687
314,299,5,5,1,1,1,1,1,5040000,262114
159,146,2,2,1,0,0,0,17,4620000,116812
264,237,5,4,1,1,0,1,16,3420000,227680
319,291,5,3,1,1,1,1,6,2820000,290569
238,222,3,1,1,1,1,0,7,3960000,195404
310,300,4,5,1,1,1,1,7,3479999,246094
135,121,2,1,0,0,0,0,17,2880000,93913
233,227,3,3,0,0,1,0,19,3180000,162207
207,181,4,2,1,1,1,1,13,5100000,181619
248,241,4,2,1,1,1,1,11,5250000,181426
310,274,5,4,0,1,1,1,19,8230000,271769
302,282,4,2,1,1,1,1,9,5400000,236154
547,545,7,5,1,1,1,1,3,5400000,475797
116,100,1,2,1,1,0,0,9,8500000,105806
192,173,4,2,1,1,0,1,14,8600000,164906
298,294,4,2,1,1,0,1,9,10200000,261452
155,146,3,4,1,1,0,0,16,11100000,115761
319,277,5,2,1,1,1,1,11,10000000,300852
175,157,2,2,0,1,0,1,4,11700000,137451
144,123,2,1,0,1,1,0,13,11299999,128472
284,253,4,4,1,1,1,1,16,11100000,245878
184,177,2,2,1,0,1,0,11,10800000,147494
536,514,7,7,1,1,1,1,3,10700000,446558
209,191,3,4,1,1,0,1,4,11500000,168554
182,161,3,3,0,0,0,0,4,26200000,110709
319,292,5,3,0,1,1,1,17,36200000,256295
136,117,1,1,1,0,0,0,19,37500000,87129
241,208,5,4,1,1,1,1,18,31700000,197458
308,289,4,5,1,1,1,1,16,28400000,253786
343,312,6,5,1,1,1,1,12,7262000,283158
228,194,3,4,1,1,0,0,16,6659999,192788
274,249,4,5,0,1,0,1,14,8087000,219597
304,283,4,4,1,1,1,1,6,6213000,269423
224,212,4,2,1,1,1,1,8,7840000,201618
194,172,3,1,1,1,1,0,6,8897000,172145
126,115,2,2,0,0,0,1,19,29300000,89722
216,211,4,5,1,0,1,1,13,9999000,181121
358,351,5,5,1,1,1,1,6,4550000,284811
275,248,4,3,1,1,1,0,14,40400000,240637
443,420,6,5,1,1,1,1,11,33100000,376297
146,138,1,2,0,1,0,1,14,40199999,115675
313,276,5,4,1,1,1,1,6,41600000,279260
172,153,3,2,1,1,1,0,20,33600000,164648
303,281,4,4,1,1,1,1,21,32000000,251792
285,251,4,5,1,1,1,1,4,5771000,265626
435,393,7,7,1,1,1,1,18,6412000,381309
149,146,2,3,1,0,0,0,5,8362000,115233
181,157,3,4,0,0,0,0,3,6388000,119394
160,150,3,4,1,1,1,0,19,3747000,129259
203,185,3,2,0,0,0,1,7,7309000,179057
278,275,4,3,1,1,1,1,6,5354000,249285
360,331,5,5,1,1,1,1,10,4595000,301413
228,202,4,4,1,1,1,1,11,8323000,231245
241,206,5,5,0,1,1,1,14,7348000,216512
244,212,5,2,1,1,1,1,16,9494000,212898
276,273,5,5,1,0,1,1,5,7234999,221348
190,188,3,2,1,0,0,0,4,6241000,136329
136,133,2,1,1,0,0,0,5,5266000,104669
109,108,1,2,1,0,0,0,1,4982000,82881
147,139,1,1,0,0,0,0,19,8514000,71717
107,97,1,1,1,0,0,0,8,6285000,73450
114,109,1,1,1,0,0,0,22,6158000,70777
310,281,4,5,1,1,1,0,16,3488000,219431
325,295,5,5,1,1,1,1,10,8234999,288138
204,186,4,3,1,1,1,1,10,10600000,181943
177,170,3,3,1,0,0,0,13,8676000,129905
230,197,4,4,1,1,1,1,12,5661000,212158
234,226,3,1,1,0,0,0,14,10500000,154845
268,256,4,5,1,1,1,1,10,9558000,231871
231,198,4,5,1,1,1,1,19,11900000,225640
234,225,4,2,1,1,1,1,1,8897000,211444
126,118,1,1,0,1,0,0,9,6984999,85554
198,179,3,1,1,1,0,0,15,10800000,141695
209,195,4,3,1,1,0,0,21,9264000,150445
254,239,4,3,1,1,1,0,2,7426000,201349
321,295,5,3,1,1,1,1,20,11200000,265640
453,387,7,6,1,1,1,1,17,11700000,415436
111,95,1,2,0,0,0,0,19,5000000,64436
224,195,3,1,1,1,0,0,22,6691000,140373
219,211,3,1,0,1,0,1,16,4800000,163438
122,111,2,3,0,1,0,0,4,13500000,90524
230,208,3,3,0,1,0,0,21,68700000,156980
279,264,4,3,1,1,1,0,22,4359000,215539
264,261,5,5,1,0,1,1,15,8570000,212305
295,262,4,4,1,1,1,1,17,23500000,292782
267,228,4,3,1,1,1,1,14,9900000,217326
278,274,5,4,1,1,1,1,13,46100000,230561
155,153,2,3,0,0,0,1,20,5055000,116316
159,156,3,1,1,0,0,0,15,6819000,123867
228,197,4,5,1,1,0,1,15,3872999,187456
183,182,3,3,1,0,0,1,11,4371000,160743
217,188,3,1,1,0,0,1,20,4371000,168356
253,252,5,2,1,1,1,1,15,4888000,211228
167,161,3,1,1,0,0,1,1,4582000,156071
175,168,3,3,1,1,0,1,1,4831000,185341
215,210,4,5,1,1,1,1,17,4845000,232241
304,301,5,4,1,1,1,1,18,4855000,255607
155,147,3,3,0,0,0,0,16,5200000,103359
177,165,3,4,0,0,0,1,13,4163000,124413
204,179,4,2,1,1,0,1,10,4950000,172629
303,303,4,5,1,0,1,1,11,4738000,296568
316,307,5,3,1,1,1,1,21,6655000,250936
337,313,5,3,1,1,1,0,4,7476000,241149
340,338,5,3,1,0,1,0,18,9762000,257585
223,214,3,3,0,1,0,1,14,9785000,172756
109,108,1,1,1,0,0,0,2,17900000,82244
267,259,4,4,0,1,1,1,11,16000000,271271
131,124,1,1,0,1,0,0,13,16500000,111565
101,87,1,1,1,0,0,0,8,28000000,80092
232,200,3,3,0,0,0,0,4,18500000,149711
224,191,4,4,1,1,1,1,13,5301000,201581
100,87,1,1,1,1,1,0,20,8900000,96547
285,275,4,5,1,1,1,1,20,6061000,224701
157,152,2,2,0,0,0,0,15,7408000,87437
342,301,5,2,0,1,1,0,9,6083000,278329
145,145,2,2,0,0,0,0,20,5949000,102921
137,129,2,2,0,1,1,0,17,5657000,85400
223,190,3,1,1,0,0,0,8,5500000,161162
217,210,3,1,1,1,0,0,18,5837000,162015
178,168,2,2,1,1,0,1,9,5848000,148634
199,177,4,2,0,1,1,0,10,5089000,165907
209,199,3,1,0,1,1,0,12,4789000,172891
281,255,5,2,0,1,1,1,22,50100000,207920
159,156,3,1,0,0,0,0,16,4600000,113246
238,204,3,2,1,1,0,0,17,4500000,163833
235,206,5,5,1,1,1,1,20,5150000,192213
153,135,3,2,0,1,0,0,12,6233000,129090
135,126,1,2,1,1,0,1,1,10100000,135263
148,144,2,3,0,0,0,0,12,3500000,98980
183,166,3,2,1,1,1,0,6,11600000,183046
258,245,4,4,1,1,1,1,8,9335000,230865
153,140,2,1,1,1,1,0,4,8001000,128278
211,206,3,4,0,0,1,0,18,9658000,151365
283,280,4,3,1,0,1,0,8,3500000,228272
212,196,4,2,0,1,1,1,7,11600000,220339
311,299,5,5,1,1,1,1,16,11399999,256993
120,119,1,1,0,0,0,0,2,11000000,75536
299,288,4,5,1,1,1,1,16,11500000,250477
240,220,3,1,1,1,0,1,10,11700000,201043
311,303,5,3,1,1,1,1,3,10800000,318931
219,191,4,2,1,1,0,1,20,11200000,184831
308,270,6,4,1,1,1,1,21,5900000,250537
188,185,2,3,1,0,0,1,13,8500000,149566
165,154,2,1,0,1,0,1,9,23600000,141016
257,228,5,3,1,1,1,1,19,3800000,206517
328,321,6,6,1,1,1,1,20,4500000,279364
119,119,1,1,1,0,0,0,8,4600000,67615
194,185,3,3,1,1,0,0,19,4550000,154925
301,274,5,5,1,1,1,1,5,5150000,231892
291,287,4,3,1,1,1,1,4,4700000,256277
263,263,4,5,1,0,1,1,10,4560000,229915
192,168,3,2,1,1,0,0,4,4635000,151026
224,220,4,2,1,0,1,1,21,10600000,178730
296,284,5,2,1,1,1,1,22,46500000,250799
221,202,4,4,0,1,1,1,19,5670000,173213
288,274,5,5,1,1,1,1,20,6000000,239901
121,120,1,1,0,0,0,0,14,30500000,90895
238,237,4,2,1,1,1,0,11,36000000,175307
239,206,3,1,1,1,1,0,14,22599999,182297
224,207,3,1,0,0,0,0,10,8365000,156048
235,221,5,5,1,1,1,1,12,7831999,215561
209,202,3,3,1,1,0,1,2,9174000,199622
215,205,3,4,0,0,1,0,18,8662000,141600
246,217,5,5,1,1,1,0,5,9100000,216270
298,272,4,3,0,1,1,1,4,7831999,248202
268,229,5,5,1,1,1,1,13,8874000,225494
257,240,5,2,0,1,1,0,19,8492000,193878
306,271,6,5,1,1,1,1,13,7767000,246097
162,143,3,2,0,0,0,1,7,7000000,125775
293,283,4,3,1,1,1,1,19,14700000,231256
470,425,7,8,1,1,1,1,10,8435000,378844
258,238,4,3,1,1,1,1,4,10800000,204411
112,111,1,2,0,0,0,0,6,10800000,74106
153,138,2,1,0,1,0,0,10,7900000,106522
169,160,3,4,1,1,0,0,17,7900000,126446
276,258,5,4,1,1,1,1,14,13799999,207402
253,216,4,4,1,1,1,1,8,9436000,240535
293,261,5,5,1,1,1,1,9,8700000,231463
337,332,5,3,1,1,1,1,18,6400000,292304
163,161,3,2,1,0,0,1,6,9200000,121828
100,97,1,1,0,0,0,1,21,7000000,88738
217,189,4,2,1,1,1,0,5,8200000,178056
132,128,2,3,0,0,0,1,13,6300000,123825
294,261,5,2,1,1,1,1,10,27799999,245354
228,200,4,2,1,1,1,0,15,22900000,192083
232,221,5,5,1,1,1,1,9,45000000,216194
122,112,2,3,0,0,0,0,15,30800000,73360
305,298,5,5,1,1,1,1,13,45700000,241137
218,209,4,4,1,1,0,1,14,36400000,182067
465,401,7,8,1,1,1,1,20,113400000,386579
189,167,2,2,0,1,0,0,22,10600000,124708
300,261,4,3,1,1,1,1,20,9200000,252768
206,186,3,2,1,1,0,1,2,8700000,160033
331,316,5,5,1,1,0,0,8,8570000,242718
190,165,2,3,1,1,0,1,1,8025000,147152
273,244,4,2,1,1,1,1,18,4300000,237672
255,236,5,4,1,1,1,1,10,11399999,217473
129,116,2,3,0,1,0,1,17,6300000,96182
259,254,5,5,1,0,1,1,14,10300000,237434
489,486,7,4,1,1,1,1,3,11500000,382425
341,299,6,7,1,1,1,1,16,8700000,293132
306,263,4,5,1,1,1,1,22,10100000,240768
276,248,4,2,1,1,1,1,19,10800000,259464
371,336,6,4,1,1,1,1,1,9446000,312436
128,128,1,1,0,0,0,0,10,11700000,83042
264,237,5,4,1,1,0,1,3,8306999,221468
419,419,7,6,1,1,1,1,19,4883000,327107
138,118,1,1,0,1,0,0,17,11500000,90720
192,185,3,1,1,0,1,0,11,8378000,152412
105,105,1,2,0,0,0,0,17,5951000,78873
219,202,4,5,1,1,0,1,9,6884999,180352
315,274,5,3,1,1,1,1,17,7959999,273502
214,184,3,1,1,1,0,0,17,7975000,152220
277,249,4,4,1,1,1,0,8,7625000,200606
261,237,5,5,1,1,1,1,17,5760000,221553
220,217,4,2,1,1,0,1,19,6884999,173369
300,270,4,5,0,1,1,0,22,6331000,231101
264,259,4,4,0,1,1,1,6,15700000,230616
193,183,4,4,0,1,1,0,20,14500000,183158
317,271,5,3,1,1,1,1,9,13700000,288965
293,292,4,3,0,1,1,1,13,10800000,241528
263,228,5,5,1,1,1,1,21,10500000,216406
222,189,3,1,0,1,0,1,11,8200000,169559
192,185,4,3,1,1,1,1,2,7800000,184908
315,313,6,4,1,1,1,1,6,9990000,274723
126,122,1,2,0,0,0,0,12,12400000,75828
297,276,4,3,1,1,1,1,15,20000000,225792
169,157,2,2,1,0,0,1,11,5100000,152298
246,232,4,3,1,1,1,1,6,6400000,219305
238,205,3,1,1,1,0,0,10,5400000,160220
308,307,4,4,1,1,1,0,17,8900000,238977
228,209,4,2,0,1,1,1,2,8900000,190044
296,273,4,3,0,1,1,0,18,23500000,233797
272,246,4,2,1,1,0,1,3,9200000,226347
301,272,5,2,1,1,1,1,21,6600000,245213
231,220,4,4,1,1,1,1,11,4940000,179763
238,216,5,5,1,1,1,1,8,6600000,218460
172,160,3,3,0,0,0,0,15,4670000,138752
281,266,4,2,1,1,1,1,5,4340000,266269
197,174,4,5,1,1,1,1,5,6690000,194401
331,299,5,5,1,1,1,0,5,5690000,252736
249,219,5,3,1,1,1,1,22,6650000,207721
161,161,3,1,1,0,1,0,13,6650000,129477
587,515,7,8,1,1,1,1,4,7540000,512959
135,127,1,1,0,0,0,0,17,9685000,86996
136,118,2,3,1,1,0,0,5,7150000,96165
214,194,3,2,1,1,0,0,5,5150000,143314
231,224,3,4,1,1,1,0,12,6555000,173690
255,253,4,4,1,1,1,1,3,7500000,236998
192,174,4,3,1,1,1,1,16,9500000,181087
187,163,2,1,1,1,0,0,11,9810000,135139
224,205,4,3,1,1,0,1,3,9640000,206264
275,249,4,5,1,1,0,1,10,9240000,199150
118,111,1,2,0,0,0,0,5,9140000,81590
229,223,4,4,1,1,1,1,16,9120000,171997
598,560,7,8,1,1,1,1,2,9020000,543050
179,159,2,1,0,1,0,1,19,8940000,134143
156,148,2,1,0,0,0,0,3,7950000,111108
139,120,1,1,0,1,0,0,18,7940000,109942
545,439,8,8,1,1,1,1,8,7930000,464909
241,207,4,2,0,1,1,1,1,7900000,221554
125,112,1,1,0,1,1,0,16,7850000,110673
266,258,4,3,0,1,1,1,17,7050000,192566
297,266,5,5,1,1,1,1,7,7180000,267398
238,236,5,4,1,0,1,1,9,7220000,218519
192,177,4,4,0,1,1,1,6,7140000,184791
218,210,3,3,1,0,0,0,15,3940000,160393
209,189,3,4,0,1,1,0,16,7900000,149512
172,152,3,4,1,1,1,0,12,7100000,145510
141,121,1,2,0,0,1,0,14,6980000,113775
126,112,2,1,1,0,0,1,7,3940000,103145
334,303,5,3,1,1,1,1,10,12600000,282403
340,305,5,2,1,1,1,1,4,7845999,280256
297,267,4,4,1,1,1,1,10,10300000,262356
213,197,3,3,0,1,0,0,13,11900000,131932
294,275,4,2,1,1,1,1,7,9300000,253701
155,152,3,3,1,0,0,1,17,7040000,146201
236,219,4,4,1,1,1,0,11,18100000,191742
124,117,1,2,0,0,0,0,16,6169000,90689
217,188,4,4,1,1,1,1,9,24900000,215940
242,213,4,5,1,1,1,1,19,12300000,202072
289,266,5,4,1,1,1,1,8,20600000,255722
385,339,6,4,1,1,1,1,13,8025000,301674
239,222,3,3,1,1,0,1,10,17300000,189205
395,338,6,7,1,1,1,1,4,4671000,330855
242,241,5,2,1,1,1,1,18,8672000,195595
165,150,2,1,0,1,0,0,18,5229000,137775
178,153,3,1,1,1,1,0,19,5780000,136519
472,412,8,8,1,1,1,1,16,8545000,376506
152,135,3,3,1,1,0,0,17,6381000,130917
342,311,5,5,1,1,1,1,17,5364000,269451
185,158,2,3,0,1,1,0,8,6201000,180935
245,231,5,3,1,1,1,1,18,8716000,233397
788,737,8,7,1,1,1,1,12,8100000,609407
245,244,5,5,1,0,1,1,17,5970000,197778
182,179,2,3,0,0,0,1,3,5964000,153482
172,163,3,2,1,0,0,1,18,5503000,139849
201,184,4,5,1,1,1,0,19,5625000,156883
205,186,3,2,0,1,1,0,3,5329000,162903
494,493,7,5,1,1,1,1,22,9267000,366085
208,205,3,1,0,0,1,0,9,8717000,175495
301,286,5,5,1,1,1,1,10,8045999,260570
277,251,5,5,1,1,1,1,9,6986000,249063
228,203,4,5,1,1,1,1,4,6081000,172624
324,304,5,2,1,1,1,1,16,7891000,273804
305,291,4,5,1,1,1,1,1,6070000,257043
308,274,4,5,1,1,0,1,3,5961000,309897
299,276,5,4,1,1,1,1,10,8442000,258740
147,135,1,2,1,0,0,0,6,9003000,111119
260,252,4,5,0,1,1,1,16,5923000,218927
402,346,6,6,1,1,1,1,8,6174000,351958
236,228,5,2,1,1,1,1,6,5994000,203971
254,236,5,5,1,1,1,1,19,8180000,214422
171,171,3,1,0,0,0,0,22,7662000,118700
268,231,4,2,1,1,0,1,19,5000000,206364
138,132,2,3,1,1,0,1,4,5780000,113923
317,293,5,2,1,1,1,1,5,6201000,288759
223,193,4,3,1,1,0,1,8,8441000,204506
265,237,4,4,1,1,0,0,12,5143000,218767
312,289,5,2,1,1,1,1,4,12100000,273742
233,205,3,1,1,0,0,0,9,8672000,161259
256,231,4,3,1,1,0,1,16,8545000,213168
299,258,5,2,1,1,1,1,6,8716000,255927
130,111,1,1,1,1,0,0,17,6187000,89530
333,304,5,3,1,1,1,1,19,6780000,275124
309,285,4,5,1,1,1,1,21,8070000,225853
180,173,3,2,0,0,0,1,2,8954000,146985
281,281,4,2,0,1,1,1,9,8800000,241374
268,242,5,3,1,1,1,1,3,15400000,234060
357,323,6,5,1,1,1,1,13,11000000,300004
177,174,3,2,1,0,0,0,18,7595999,115120
200,191,4,5,0,1,1,1,17,7281000,172974
325,312,6,7,1,1,1,1,2,7995999,300077
333,302,5,3,1,1,1,1,1,10100000,285217
410,405,6,5,0,1,1,1,18,7329000,333839
260,241,4,2,0,1,0,1,2,10800000,203185
307,304,5,2,1,1,1,1,18,4076000,243081
144,129,2,2,0,1,0,1,3,9446000,121406
196,172,3,3,1,1,1,0,4,11700000,154749
104,92,1,1,1,1,0,0,8,9118000,102025
130,116,1,1,0,0,0,0,11,8306999,66722
306,283,4,5,1,1,1,0,10,8958000,216426
540,479,7,5,1,1,1,1,17,4883000,389147
221,205,3,4,1,1,1,0,16,7703000,145819
230,222,4,5,1,1,1,0,2,11500000,183586
237,226,4,2,1,1,1,1,4,8378000,208399
122,112,2,1,0,0,0,0,19,5951000,92173
173,156,3,3,0,1,0,0,1,8216000,128798
207,195,4,5,1,1,1,1,20,19500000,199326
160,154,2,2,0,1,0,1,10,18500000,135802
203,187,4,5,1,1,1,1,3,12500000,192732
248,221,5,4,1,1,1,1,4,18000000,236165
270,256,5,2,1,1,1,1,12,12200000,216112
265,253,5,2,1,1,1,1,12,11700000,236377
319,309,6,4,1,1,1,1,4,3915999,281945
100,97,1,1,0,0,0,0,20,2691000,66391
195,170,3,2,0,1,0,0,2,3946000,153675
462,424,6,4,1,1,1,1,16,3528000,371627
219,217,4,2,1,1,0,1,16,3677000,187171
321,280,5,3,1,1,1,1,4,3094000,279669
369,353,6,7,1,1,1,1,8,3886999,339491
172,163,2,3,1,1,0,0,5,4006000,121750
203,201,3,3,1,0,0,1,19,3229000,166419
172,172,2,3,0,0,1,0,15,3217000,123869
252,252,5,4,1,1,1,1,19,3217000,212332
155,151,2,1,0,0,1,0,1,5500000,105322
158,138,2,1,0,1,1,0,17,5500000,116993
345,331,5,3,1,1,1,1,19,4600000,278911
339,307,6,6,1,1,1,1,15,4000000,275434
541,515,7,7,1,1,1,1,10,4000000,430612
126,110,1,1,0,0,0,0,11,2800000,75459
245,224,5,3,0,1,1,1,13,38200000,215758
104,94,1,1,1,1,1,0,22,30299999,103845
182,164,3,4,0,1,0,0,22,7600000,136345
255,243,4,3,1,1,1,0,4,7600000,214081
355,310,6,5,1,1,1,1,16,9400000,303366
180,177,2,3,1,0,0,1,1,32599999,158658
357,314,5,2,1,1,1,1,21,32799999,334419
295,279,4,2,0,1,1,1,11,32200000,270851
302,301,5,3,1,0,1,1,17,48600000,239035
