land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,living_room,parking_space,front_garden,swimming_pool,house_age,Land_Rate_per_Acre,property_value
279,271,5,5,1,1,1,1,13,270125,5972000
130,113,1,2,1,1,0,1,20,95870,5100000
178,156,2,1,0,1,1,0,15,135966,4600000
196,188,4,5,1,1,1,1,7,164687,12000000
285,279,4,5,1,1,1,1,10,269106,12200000
125,118,2,1,0,1,0,0,1,93430,10200000
184,180,3,4,1,0,0,1,18,134254,12400000
264,242,4,5,1,1,1,0,9,263002,9595000
199,183,4,5,1,1,1,1,17,177902,11900000
151,151,3,4,1,0,0,0,8,136013,5050000
310,294,4,2,1,1,1,1,16,259814,3735000
255,250,5,5,1,1,0,1,12,214934,5180000
162,152,2,1,0,1,0,0,18,104462,3700000
160,141,3,4,1,1,0,1,1,163675,5050000
196,183,3,3,0,1,0,0,21,143390,3735000
222,195,3,2,1,1,0,1,15,182533,3735000
384,364,6,6,1,1,1,1,9,294804,3735000
478,475,7,6,1,1,1,1,20,381565,3734000
332,287,5,4,1,1,1,1,3,302205,4099000
191,182,4,3,0,1,1,0,4,141317,4099000
330,286,6,7,1,1,1,1,11,271701,4800000
246,245,5,5,1,0,1,1,7,219134,6514000
112,105,1,1,1,0,1,0,5,85401,5000000
309,309,4,2,1,0,1,1,3,262053,5202000
151,151,2,1,0,0,0,1,11,137281,4440000
288,280,4,4,1,1,1,1,6,223190,5739000
275,238,5,2,1,1,1,1,20,207272,6426000
329,312,5,5,1,1,1,1,17,278275,5800000
125,112,2,3,0,1,1,0,2,116903,6028000
319,280,5,3,1,1,1,0,13,250610,4400000
436,386,6,4,1,1,1,1,17,408151,6400000
451,448,6,6,1,1,1,1,10,377963,5380000
341,306,6,4,1,1,1,1,1,316906,6466000
254,249,5,3,1,1,1,1,17,220707,5257000
330,310,5,3,1,1,1,1,16,293065,6413000
514,497,7,6,1,1,1,1,17,410453,5040000
217,212,3,1,0,0,0,1,11,159474,5485000
227,196,4,2,0,1,1,1,12,201468,6459999
359,325,5,2,1,1,1,0,13,292164,4440000
271,238,4,3,1,1,1,1,8,213943,5959000
129,123,1,2,1,0,0,0,19,76497,6400000
205,185,3,1,1,0,0,1,19,182300,5023000
164,148,3,4,0,0,0,0,21,114031,5400000
211,194,4,4,1,1,1,1,5,199066,5400000
237,219,3,2,1,1,0,1,13,181745,4784000
214,207,3,3,1,1,0,1,4,166525,4800000
290,264,4,4,1,1,1,0,7,222395,3897999
475,416,7,5,1,1,1,1,18,404497,3761999
186,169,3,4,1,1,0,0,20,145613,4110000
173,161,2,1,0,1,0,0,12,143296,4000000
219,208,4,3,1,1,1,1,1,205677,3958000
269,240,5,2,1,1,1,0,11,205457,3735000
138,131,1,1,0,1,0,0,19,102642,4079999
287,282,4,4,1,1,1,1,10,231982,3929000
148,130,2,3,0,1,0,0,20,97321,3820000
266,240,4,2,1,1,0,1,3,223148,4220000
233,214,5,4,1,1,1,1,14,249523,4020000
150,129,1,1,0,0,0,1,20,131884,5077000
234,222,3,1,0,0,1,0,12,175040,4500000
296,255,4,3,1,1,1,1,21,227810,4400000
408,371,7,6,1,1,1,1,2,344521,15200000
284,246,4,3,1,1,1,1,11,235753,25600000
103,101,1,1,0,0,0,0,20,65540,20099999
227,226,4,3,1,1,1,1,5,212181,11900000
787,689,8,5,1,1,1,1,4,664664,12100000
131,120,2,3,1,1,0,0,17,94041,12300000
292,262,5,4,1,1,1,1,5,295119,12300000
239,207,5,4,1,1,1,1,22,204098,4100000
202,196,4,2,1,1,0,1,8,182564,6830000
303,263,5,2,1,1,1,1,10,265710,6750000
307,293,6,7,0,1,1,1,18,250642,6800000
359,317,5,5,1,1,1,1,12,311917,10000000
160,147,3,4,1,0,0,0,7,116061,8250000
358,316,5,4,1,1,0,1,14,299574,3840000
407,396,6,7,1,1,1,1,20,325621,11600000
148,131,2,3,0,0,0,1,15,121043,3800000
773,760,8,9,1,1,1,1,16,576789,8200000
231,224,3,4,0,1,0,0,5,202344,11500000
205,202,4,4,1,1,1,0,13,161000,4000000
451,417,7,6,1,1,1,1,3,389283,3847999
427,397,6,6,1,1,1,1,8,354297,8300000
330,312,5,5,1,1,1,1,3,258187,12000000
220,192,4,2,1,1,1,1,3,184420,3835000
306,269,4,4,1,1,1,1,7,236124,8100000
585,584,7,5,1,1,1,1,5,466085,3825000
106,96,1,2,1,1,0,0,8,82517,3865000
413,394,7,6,1,1,1,1,16,329782,3900000
163,141,2,2,1,1,1,0,15,119487,4100000
185,158,3,1,0,1,0,1,15,160156,4000000
209,198,3,4,0,1,0,1,3,175937,5300000
465,429,7,8,1,1,1,1,21,426715,4100000
302,299,4,5,1,1,0,1,9,259604,13400000
200,196,3,4,0,0,0,0,1,133156,13500000
248,231,4,2,0,1,1,1,22,217731,13500000
159,141,3,4,1,0,0,0,10,113065,8450000
314,306,5,4,1,1,1,1,22,243494,7995000
243,207,5,3,1,1,1,0,15,238703,8874000
344,328,5,5,1,1,1,1,7,296117,7767000
222,208,4,3,1,1,0,1,17,192713,13899999
308,292,4,5,1,1,1,1,6,225370,20099999
322,289,6,4,1,1,1,1,7,278536,15700000
506,459,7,7,1,1,1,1,8,415232,9800000
297,262,4,2,0,1,1,1,16,256089,7650000
289,251,4,2,0,1,1,1,16,230416,7200000
132,116,1,1,1,1,0,0,4,95292,10200000
296,290,4,4,1,1,1,1,3,263413,12800000
103,98,1,1,0,0,0,0,16,71009,12600000
254,235,4,4,1,1,1,1,2,220118,13600000
179,154,3,1,1,1,0,0,13,136777,12600000
353,344,5,5,1,1,1,1,9,295900,12400000
159,146,2,2,0,0,1,0,6,125241,4751000
227,225,3,1,0,0,0,0,8,165546,4565000
221,214,4,4,0,1,1,1,16,187609,9222000
164,142,3,4,1,1,1,0,10,147135,8874000
164,160,3,2,0,0,0,1,12,123829,8450000
275,264,4,2,1,1,1,1,7,213367,15500000
348,330,5,4,1,1,1,1,13,265087,9000000
157,150,3,4,1,1,0,1,11,115343,11399999
195,187,4,3,1,1,1,1,18,203959,11200000
167,161,2,2,1,1,0,0,7,143487,11500000
199,174,4,3,1,1,1,1,4,194831,7600000
199,187,3,2,0,0,1,0,5,157859,7300000
106,95,1,1,1,1,1,0,20,73820,7450000
253,231,5,4,1,1,1,0,5,253303,7300000
472,434,7,7,1,1,1,1,13,432513,7000000
199,174,4,5,1,1,1,1,22,152643,7950000
335,306,5,5,1,1,1,1,7,285373,8350000
149,130,1,1,0,0,0,0,19,91116,8250000
141,131,1,2,1,1,0,0,5,107374,8050000
190,186,3,3,0,0,0,0,12,152465,7800000
125,115,1,2,1,0,1,0,22,96967,7800000
164,142,2,1,0,1,0,1,4,159862,7800000
433,387,6,4,1,1,1,1,19,335933,7450000
408,369,6,4,1,1,1,1,11,349847,4000000
218,198,3,3,1,1,0,1,6,184838,4100000
124,122,2,1,0,0,1,0,13,89235,4100000
305,265,4,3,1,1,1,1,3,259628,4200000
253,232,4,4,1,1,1,1,13,228989,3735000
319,310,5,3,1,1,1,1,14,263802,3735000
349,326,5,4,1,1,1,0,6,281620,3735000
467,427,6,7,1,1,1,1,7,386200,5050000
274,247,4,5,1,1,1,0,13,227780,5100000
429,401,6,4,1,1,1,1,14,400613,4000000
248,247,4,4,1,1,0,1,22,226815,4200000
271,232,4,4,1,1,1,1,14,254610,5075000
424,403,6,5,1,1,1,1,22,329386,3975000
233,213,3,1,1,1,0,0,19,170249,4000000
243,243,4,4,1,1,1,1,18,259599,4100000
248,234,4,4,1,1,1,1,5,209986,5100000
261,226,4,2,1,1,1,1,12,187009,4100000
128,118,2,1,0,1,1,0,15,112362,4100000
278,246,4,2,1,1,1,1,6,239343,5300000
290,253,4,2,1,1,1,1,14,256203,15700000
355,351,5,3,1,0,1,1,11,264162,2876000
170,165,3,3,1,0,0,0,21,113403,2620000
114,107,1,1,0,1,0,1,4,77068,3668000
184,159,3,3,1,1,0,1,22,160047,4861000
202,202,4,4,1,0,1,1,3,187661,4900000
328,314,5,3,0,1,1,1,15,267245,10500000
244,242,5,2,1,1,1,1,9,207250,9614000
363,361,6,4,1,1,1,1,17,307768,8800000
183,165,2,3,0,1,1,0,16,154757,5933000
195,195,4,3,1,0,1,1,18,179776,5644000
316,309,5,5,0,1,1,1,1,283805,11800000
157,138,3,2,1,0,0,0,20,102872,12200000
256,254,4,4,1,1,1,1,17,196196,12500000
267,267,4,5,1,1,1,1,9,233192,11500000
208,183,3,2,0,1,1,0,3,155584,5561000
141,136,2,1,1,0,0,1,17,113642,5694000
215,187,4,2,0,1,1,1,11,211885,5750000
147,140,2,1,1,1,1,0,6,130832,5497000
194,166,4,5,1,1,0,1,20,176478,5625000
124,118,1,1,0,0,0,0,8,88784,7356000
303,281,4,4,1,1,1,1,16,254698,6916000
247,237,5,3,0,1,1,1,2,196372,7778000
125,112,2,3,0,0,0,1,6,82139,7452000
316,276,5,4,1,1,1,1,22,256795,7428000
299,271,5,4,1,1,1,1,13,254866,7873999
324,314,6,6,1,1,1,1,7,273265,44900000
251,231,4,4,1,1,1,1,21,209696,43400000
356,329,5,3,1,1,0,1,13,300578,40300000
159,145,3,1,1,1,0,0,10,103958,19300000
150,132,3,1,1,0,1,0,15,125862,30900000
268,268,4,2,1,1,1,1,1,227510,17500000
202,194,4,5,1,1,0,1,5,165028,25000000
148,133,2,3,1,1,0,1,14,122594,5500000
316,270,6,4,1,1,1,1,20,288403,9267000
204,196,3,4,1,1,0,0,13,146437,8717000
273,247,4,3,1,1,1,1,3,249036,8045999
253,236,4,4,0,1,0,1,13,203353,5339000
114,99,1,2,1,1,1,0,14,102817,5253000
426,376,7,8,1,1,1,1,14,356970,8088000
158,146,2,2,1,1,0,0,9,127479,7073000
278,247,4,5,1,1,1,1,20,209728,6395000
218,188,3,2,0,1,0,0,15,156573,7272000
157,135,3,2,1,0,0,0,16,100008,7109000
346,332,5,2,1,1,0,0,2,282242,7293000
184,165,3,1,1,0,0,0,19,164056,7655000
306,300,4,4,1,1,1,1,17,240409,6808000
263,229,4,4,1,1,1,1,20,221449,11600000
415,415,6,5,1,1,1,1,21,306285,11700000
187,178,2,3,0,0,0,1,12,133238,11700000
360,357,5,5,1,0,1,1,22,272688,11200000
145,129,2,3,0,0,0,0,10,83643,11500000
482,452,8,9,1,1,1,1,15,408741,11000000
238,219,3,3,0,1,0,1,8,203379,7900000
176,163,2,2,0,1,1,0,2,156313,16500000
163,154,2,1,0,0,0,0,11,110137,3024000
271,245,4,2,1,1,1,0,15,218900,5250000
164,140,2,2,0,1,0,0,12,130932,5145000
245,214,4,4,1,1,1,1,7,188687,4998000
314,299,5,5,1,1,1,1,1,262114,5040000
159,146,2,2,1,0,0,0,17,116812,4620000
264,237,5,4,1,1,0,1,16,227680,3420000
319,291,5,3,1,1,1,1,6,290569,2820000
238,222,3,1,1,1,1,0,7,195404,3960000
310,300,4,5,1,1,1,1,7,246094,3479999
135,121,2,1,0,0,0,0,17,93913,2880000
233,227,3,3,0,0,1,0,19,162207,3180000
207,181,4,2,1,1,1,1,13,181619,5100000
248,241,4,2,1,1,1,1,11,181426,5250000
310,274,5,4,0,1,1,1,19,271769,8230000
302,282,4,2,1,1,1,1,9,236154,5400000
547,545,7,5,1,1,1,1,3,475797,5400000
116,100,1,2,1,1,0,0,9,105806,8500000
192,173,4,2,1,1,0,1,14,164906,8600000
298,294,4,2,1,1,0,1,9,261452,10200000
155,146,3,4,1,1,0,0,16,115761,11100000
319,277,5,2,1,1,1,1,11,300852,10000000
175,157,2,2,0,1,0,1,4,137451,11700000
144,123,2,1,0,1,1,0,13,128472,11299999
284,253,4,4,1,1,1,1,16,245878,11100000
184,177,2,2,1,0,1,0,11,147494,10800000
536,514,7,7,1,1,1,1,3,446558,10700000
209,191,3,4,1,1,0,1,4,168554,11500000
182,161,3,3,0,0,0,0,4,110709,26200000
319,292,5,3,0,1,1,1,17,256295,36200000
136,117,1,1,1,0,0,0,19,87129,37500000
241,208,5,4,1,1,1,1,18,197458,31700000
308,289,4,5,1,1,1,1,16,253786,28400000
343,312,6,5,1,1,1,1,12,283158,7262000
228,194,3,4,1,1,0,0,16,192788,6659999
274,249,4,5,0,1,0,1,14,219597,8087000
304,283,4,4,1,1,1,1,6,269423,6213000
224,212,4,2,1,1,1,1,8,201618,7840000
194,172,3,1,1,1,1,0,6,172145,8897000
126,115,2,2,0,0,0,1,19,89722,29300000
216,211,4,5,1,0,1,1,13,181121,9999000
358,351,5,5,1,1,1,1,6,284811,4550000
275,248,4,3,1,1,1,0,14,240637,40400000
443,420,6,5,1,1,1,1,11,376297,33100000
146,138,1,2,0,1,0,1,14,115675,40199999
313,276,5,4,1,1,1,1,6,279260,41600000
172,153,3,2,1,1,1,0,20,164648,33600000
303,281,4,4,1,1,1,1,21,251792,32000000
285,251,4,5,1,1,1,1,4,265626,5771000
435,393,7,7,1,1,1,1,18,381309,6412000
149,146,2,3,1,0,0,0,5,115233,8362000
181,157,3,4,0,0,0,0,3,119394,6388000
160,150,3,4,1,1,1,0,19,129259,3747000
203,185,3,2,0,0,0,1,7,179057,7309000
278,275,4,3,1,1,1,1,6,249285,5354000
360,331,5,5,1,1,1,1,10,301413,4595000
228,202,4,4,1,1,1,1,11,231245,8323000
241,206,5,5,0,1,1,1,14,216512,7348000
244,212,5,2,1,1,1,1,16,212898,9494000
276,273,5,5,1,0,1,1,5,221348,7234999
190,188,3,2,1,0,0,0,4,136329,6241000
136,133,2,1,1,0,0,0,5,104669,5266000
109,108,1,2,1,0,0,0,1,82881,4982000
147,139,1,1,0,0,0,0,19,71717,8514000
107,97,1,1,1,0,0,0,8,73450,6285000
114,109,1,1,1,0,0,0,22,70777,6158000
310,281,4,5,1,1,1,0,16,219431,3488000
325,295,5,5,1,1,1,1,10,288138,8234999
204,186,4,3,1,1,1,1,10,181943,10600000
177,170,3,3,1,0,0,0,13,129905,8676000
230,197,4,4,1,1,1,1,12,212158,5661000
234,226,3,1,1,0,0,0,14,154845,10500000
268,256,4,5,1,1,1,1,10,231871,9558000
231,198,4,5,1,1,1,1,19,225640,11900000
234,225,4,2,1,1,1,1,1,211444,8897000
126,118,1,1,0,1,0,0,9,85554,6984999
198,179,3,1,1,1,0,0,15,141695,10800000
209,195,4,3,1,1,0,0,21,150445,9264000
254,239,4,3,1,1,1,0,2,201349,7426000
321,295,5,3,1,1,1,1,20,265640,11200000
453,387,7,6,1,1,1,1,17,415436,11700000
111,95,1,2,0,0,0,0,19,64436,5000000
224,195,3,1,1,1,0,0,22,140373,6691000
219,211,3,1,0,1,0,1,16,163438,4800000
122,111,2,3,0,1,0,0,4,90524,13500000
230,208,3,3,0,1,0,0,21,156980,68700000
279,264,4,3,1,1,1,0,22,215539,4359000
264,261,5,5,1,0,1,1,15,212305,8570000
295,262,4,4,1,1,1,1,17,292782,23500000
267,228,4,3,1,1,1,1,14,217326,9900000
278,274,5,4,1,1,1,1,13,230561,46100000
155,153,2,3,0,0,0,1,20,116316,5055000
159,156,3,1,1,0,0,0,15,123867,6819000
228,197,4,5,1,1,0,1,15,187456,3872999
183,182,3,3,1,0,0,1,11,160743,4371000
217,188,3,1,1,0,0,1,20,168356,4371000
253,252,5,2,1,1,1,1,15,211228,4888000
167,161,3,1,1,0,0,1,1,156071,4582000
175,168,3,3,1,1,0,1,1,185341,4831000
215,210,4,5,1,1,1,1,17,232241,4845000
304,301,5,4,1,1,1,1,18,255607,4855000
155,147,3,3,0,0,0,0,16,103359,5200000
177,165,3,4,0,0,0,1,13,124413,4163000
204,179,4,2,1,1,0,1,10,172629,4950000
303,303,4,5,1,0,1,1,11,296568,4738000
316,307,5,3,1,1,1,1,21,250936,6655000
337,313,5,3,1,1,1,0,4,241149,7476000
340,338,5,3,1,0,1,0,18,257585,9762000
223,214,3,3,0,1,0,1,14,172756,9785000
109,108,1,1,1,0,0,0,2,82244,17900000
267,259,4,4,0,1,1,1,11,271271,16000000
131,124,1,1,0,1,0,0,13,111565,16500000
101,87,1,1,1,0,0,0,8,80092,28000000
232,200,3,3,0,0,0,0,4,149711,18500000
224,191,4,4,1,1,1,1,13,201581,5301000
100,87,1,1,1,1,1,0,20,96547,8900000
285,275,4,5,1,1,1,1,20,224701,6061000
157,152,2,2,0,0,0,0,15,87437,7408000
342,301,5,2,0,1,1,0,9,278329,6083000
145,145,2,2,0,0,0,0,20,102921,5949000
137,129,2,2,0,1,1,0,17,85400,5657000
223,190,3,1,1,0,0,0,8,161162,5500000
217,210,3,1,1,1,0,0,18,162015,5837000
178,168,2,2,1,1,0,1,9,148634,5848000
199,177,4,2,0,1,1,0,10,165907,5089000
209,199,3,1,0,1,1,0,12,172891,4789000
281,255,5,2,0,1,1,1,22,207920,50100000
159,156,3,1,0,0,0,0,16,113246,4600000
238,204,3,2,1,1,0,0,17,163833,4500000
235,206,5,5,1,1,1,1,20,192213,5150000
153,135,3,2,0,1,0,0,12,129090,6233000
135,126,1,2,1,1,0,1,1,135263,10100000
148,144,2,3,0,0,0,0,12,98980,3500000
183,166,3,2,1,1,1,0,6,183046,11600000
258,245,4,4,1,1,1,1,8,230865,9335000
153,140,2,1,1,1,1,0,4,128278,8001000
211,206,3,4,0,0,1,0,18,151365,9658000
283,280,4,3,1,0,1,0,8,228272,3500000
212,196,4,2,0,1,1,1,7,220339,11600000
311,299,5,5,1,1,1,1,16,256993,11399999
120,119,1,1,0,0,0,0,2,75536,11000000
299,288,4,5,1,1,1,1,16,250477,11500000
240,220,3,1,1,1,0,1,10,201043,11700000
311,303,5,3,1,1,1,1,3,318931,10800000
219,191,4,2,1,1,0,1,20,184831,11200000
308,270,6,4,1,1,1,1,21,250537,5900000
188,185,2,3,1,0,0,1,13,149566,8500000
165,154,2,1,0,1,0,1,9,141016,23600000
257,228,5,3,1,1,1,1,19,206517,3800000
328,321,6,6,1,1,1,1,20,279364,4500000
119,119,1,1,1,0,0,0,8,67615,4600000
194,185,3,3,1,1,0,0,19,154925,4550000
301,274,5,5,1,1,1,1,5,231892,5150000
291,287,4,3,1,1,1,1,4,256277,4700000
263,263,4,5,1,0,1,1,10,229915,4560000
192,168,3,2,1,1,0,0,4,151026,4635000
224,220,4,2,1,0,1,1,21,178730,10600000
296,284,5,2,1,1,1,1,22,250799,46500000
221,202,4,4,0,1,1,1,19,173213,5670000
288,274,5,5,1,1,1,1,20,239901,6000000
121,120,1,1,0,0,0,0,14,90895,30500000
238,237,4,2,1,1,1,0,11,175307,36000000
239,206,3,1,1,1,1,0,14,182297,22599999
224,207,3,1,0,0,0,0,10,156048,8365000
235,221,5,5,1,1,1,1,12,215561,7831999
209,202,3,3,1,1,0,1,2,199622,9174000
215,205,3,4,0,0,1,0,18,141600,8662000
246,217,5,5,1,1,1,0,5,216270,9100000
298,272,4,3,0,1,1,1,4,248202,7831999
268,229,5,5,1,1,1,1,13,225494,8874000
257,240,5,2,0,1,1,0,19,193878,8492000
306,271,6,5,1,1,1,1,13,246097,7767000
162,143,3,2,0,0,0,1,7,125775,7000000
293,283,4,3,1,1,1,1,19,231256,14700000
470,425,7,8,1,1,1,1,10,378844,8435000
258,238,4,3,1,1,1,1,4,204411,10800000
112,111,1,2,0,0,0,0,6,74106,10800000
153,138,2,1,0,1,0,0,10,106522,7900000
169,160,3,4,1,1,0,0,17,126446,7900000
276,258,5,4,1,1,1,1,14,207402,13799999
253,216,4,4,1,1,1,1,8,240535,9436000
293,261,5,5,1,1,1,1,9,231463,8700000
337,332,5,3,1,1,1,1,18,292304,6400000
163,161,3,2,1,0,0,1,6,121828,9200000
100,97,1,1,0,0,0,1,21,88738,7000000
217,189,4,2,1,1,1,0,5,178056,8200000
132,128,2,3,0,0,0,1,13,123825,6300000
294,261,5,2,1,1,1,1,10,245354,27799999
228,200,4,2,1,1,1,0,15,192083,22900000
232,221,5,5,1,1,1,1,9,216194,45000000
122,112,2,3,0,0,0,0,15,73360,30800000
305,298,5,5,1,1,1,1,13,241137,45700000
218,209,4,4,1,1,0,1,14,182067,36400000
465,401,7,8,1,1,1,1,20,386579,113400000
189,167,2,2,0,1,0,0,22,124708,10600000
300,261,4,3,1,1,1,1,20,252768,9200000
206,186,3,2,1,1,0,1,2,160033,8700000
331,316,5,5,1,1,0,0,8,242718,8570000
190,165,2,3,1,1,0,1,1,147152,8025000
273,244,4,2,1,1,1,1,18,237672,4300000
255,236,5,4,1,1,1,1,10,217473,11399999
129,116,2,3,0,1,0,1,17,96182,6300000
259,254,5,5,1,0,1,1,14,237434,10300000
489,486,7,4,1,1,1,1,3,382425,11500000
341,299,6,7,1,1,1,1,16,293132,8700000
306,263,4,5,1,1,1,1,22,240768,10100000
276,248,4,2,1,1,1,1,19,259464,10800000
371,336,6,4,1,1,1,1,1,312436,9446000
128,128,1,1,0,0,0,0,10,83042,11700000
264,237,5,4,1,1,0,1,3,221468,8306999
419,419,7,6,1,1,1,1,19,327107,4883000
138,118,1,1,0,1,0,0,17,90720,11500000
192,185,3,1,1,0,1,0,11,152412,8378000
105,105,1,2,0,0,0,0,17,78873,5951000
219,202,4,5,1,1,0,1,9,180352,6884999
315,274,5,3,1,1,1,1,17,273502,7959999
214,184,3,1,1,1,0,0,17,152220,7975000
277,249,4,4,1,1,1,0,8,200606,7625000
261,237,5,5,1,1,1,1,17,221553,5760000
220,217,4,2,1,1,0,1,19,173369,6884999
300,270,4,5,0,1,1,0,22,231101,6331000
264,259,4,4,0,1,1,1,6,230616,15700000
193,183,4,4,0,1,1,0,20,183158,14500000
317,271,5,3,1,1,1,1,9,288965,13700000
293,292,4,3,0,1,1,1,13,241528,10800000
263,228,5,5,1,1,1,1,21,216406,10500000
222,189,3,1,0,1,0,1,11,169559,8200000
192,185,4,3,1,1,1,1,2,184908,7800000
315,313,6,4,1,1,1,1,6,274723,9990000
126,122,1,2,0,0,0,0,12,75828,12400000
297,276,4,3,1,1,1,1,15,225792,20000000
169,157,2,2,1,0,0,1,11,152298,5100000
246,232,4,3,1,1,1,1,6,219305,6400000
238,205,3,1,1,1,0,0,10,160220,5400000
308,307,4,4,1,1,1,0,17,238977,8900000
228,209,4,2,0,1,1,1,2,190044,8900000
296,273,4,3,0,1,1,0,18,233797,23500000
272,246,4,2,1,1,0,1,3,226347,9200000
301,272,5,2,1,1,1,1,21,245213,6600000
231,220,4,4,1,1,1,1,11,179763,4940000
238,216,5,5,1,1,1,1,8,218460,6600000
172,160,3,3,0,0,0,0,15,138752,4670000
281,266,4,2,1,1,1,1,5,266269,4340000
197,174,4,5,1,1,1,1,5,194401,6690000
331,299,5,5,1,1,1,0,5,252736,5690000
249,219,5,3,1,1,1,1,22,207721,6650000
161,161,3,1,1,0,1,0,13,129477,6650000
587,515,7,8,1,1,1,1,4,512959,7540000
135,127,1,1,0,0,0,0,17,86996,9685000
136,118,2,3,1,1,0,0,5,96165,7150000
214,194,3,2,1,1,0,0,5,143314,5150000
231,224,3,4,1,1,1,0,12,173690,6555000
255,253,4,4,1,1,1,1,3,236998,7500000
192,174,4,3,1,1,1,1,16,181087,9500000
187,163,2,1,1,1,0,0,11,135139,9810000
224,205,4,3,1,1,0,1,3,206264,9640000
275,249,4,5,1,1,0,1,10,199150,9240000
118,111,1,2,0,0,0,0,5,81590,9140000
229,223,4,4,1,1,1,1,16,171997,9120000
598,560,7,8,1,1,1,1,2,543050,9020000
179,159,2,1,0,1,0,1,19,134143,8940000
156,148,2,1,0,0,0,0,3,111108,7950000
139,120,1,1,0,1,0,0,18,109942,7940000
545,439,8,8,1,1,1,1,8,464909,7930000
241,207,4,2,0,1,1,1,1,221554,7900000
125,112,1,1,0,1,1,0,16,110673,7850000
266,258,4,3,0,1,1,1,17,192566,7050000
297,266,5,5,1,1,1,1,7,267398,7180000
238,236,5,4,1,0,1,1,9,218519,7220000
192,177,4,4,0,1,1,1,6,184791,7140000
218,210,3,3,1,0,0,0,15,160393,3940000
209,189,3,4,0,1,1,0,16,149512,7900000
172,152,3,4,1,1,1,0,12,145510,7100000
141,121,1,2,0,0,1,0,14,113775,6980000
126,112,2,1,1,0,0,1,7,103145,3940000
334,303,5,3,1,1,1,1,10,282403,12600000
340,305,5,2,1,1,1,1,4,280256,7845999
297,267,4,4,1,1,1,1,10,262356,10300000
213,197,3,3,0,1,0,0,13,131932,11900000
294,275,4,2,1,1,1,1,7,253701,9300000
155,152,3,3,1,0,0,1,17,146201,7040000
236,219,4,4,1,1,1,0,11,191742,18100000
124,117,1,2,0,0,0,0,16,90689,6169000
217,188,4,4,1,1,1,1,9,215940,24900000
242,213,4,5,1,1,1,1,19,202072,12300000
289,266,5,4,1,1,1,1,8,255722,20600000
385,339,6,4,1,1,1,1,13,301674,8025000
239,222,3,3,1,1,0,1,10,189205,17300000
395,338,6,7,1,1,1,1,4,330855,4671000
242,241,5,2,1,1,1,1,18,195595,8672000
165,150,2,1,0,1,0,0,18,137775,5229000
178,153,3,1,1,1,1,0,19,136519,5780000
472,412,8,8,1,1,1,1,16,376506,8545000
152,135,3,3,1,1,0,0,17,130917,6381000
342,311,5,5,1,1,1,1,17,269451,5364000
185,158,2,3,0,1,1,0,8,180935,6201000
245,231,5,3,1,1,1,1,18,233397,8716000
788,737,8,7,1,1,1,1,12,609407,8100000
245,244,5,5,1,0,1,1,17,197778,5970000
182,179,2,3,0,0,0,1,3,153482,5964000
172,163,3,2,1,0,0,1,18,139849,5503000
201,184,4,5,1,1,1,0,19,156883,5625000
205,186,3,2,0,1,1,0,3,162903,5329000
494,493,7,5,1,1,1,1,22,366085,9267000
208,205,3,1,0,0,1,0,9,175495,8717000
301,286,5,5,1,1,1,1,10,260570,8045999
277,251,5,5,1,1,1,1,9,249063,6986000
228,203,4,5,1,1,1,1,4,172624,6081000
324,304,5,2,1,1,1,1,16,273804,7891000
305,291,4,5,1,1,1,1,1,257043,6070000
308,274,4,5,1,1,0,1,3,309897,5961000
299,276,5,4,1,1,1,1,10,258740,8442000
147,135,1,2,1,0,0,0,6,111119,9003000
260,252,4,5,0,1,1,1,16,218927,5923000
402,346,6,6,1,1,1,1,8,351958,6174000
236,228,5,2,1,1,1,1,6,203971,5994000
254,236,5,5,1,1,1,1,19,214422,8180000
171,171,3,1,0,0,0,0,22,118700,7662000
268,231,4,2,1,1,0,1,19,206364,5000000
138,132,2,3,1,1,0,1,4,113923,5780000
317,293,5,2,1,1,1,1,5,288759,6201000
223,193,4,3,1,1,0,1,8,204506,8441000
265,237,4,4,1,1,0,0,12,218767,5143000
312,289,5,2,1,1,1,1,4,273742,12100000
233,205,3,1,1,0,0,0,9,161259,8672000
256,231,4,3,1,1,0,1,16,213168,8545000
299,258,5,2,1,1,1,1,6,255927,8716000
130,111,1,1,1,1,0,0,17,89530,6187000
333,304,5,3,1,1,1,1,19,275124,6780000
309,285,4,5,1,1,1,1,21,225853,8070000
180,173,3,2,0,0,0,1,2,146985,8954000
281,281,4,2,0,1,1,1,9,241374,8800000
268,242,5,3,1,1,1,1,3,234060,15400000
357,323,6,5,1,1,1,1,13,300004,11000000
177,174,3,2,1,0,0,0,18,115120,7595999
200,191,4,5,0,1,1,1,17,172974,7281000
325,312,6,7,1,1,1,1,2,300077,7995999
333,302,5,3,1,1,1,1,1,285217,10100000
410,405,6,5,0,1,1,1,18,333839,7329000
260,241,4,2,0,1,0,1,2,203185,10800000
307,304,5,2,1,1,1,1,18,243081,4076000
144,129,2,2,0,1,0,1,3,121406,9446000
196,172,3,3,1,1,1,0,4,154749,11700000
104,92,1,1,1,1,0,0,8,102025,9118000
130,116,1,1,0,0,0,0,11,66722,8306999
306,283,4,5,1,1,1,0,10,216426,8958000
540,479,7,5,1,1,1,1,17,389147,4883000
221,205,3,4,1,1,1,0,16,145819,7703000
230,222,4,5,1,1,1,0,2,183586,11500000
